x,y,label,sample_text
19.768013,0.06375262,4,They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Thei
-22.713299,1.2094959,2,"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but wh"
6.438992,7.526959,5,We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for u
6.211711,-5.488708,3,"No, no. We have not. And I think it's probably something he would be open to. We have started talkin"
14.150529,-8.498922,2, I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I wa
0.22842771,-23.422909,7,"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of sch"
9.581911,21.502596,2," Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to w"
-3.5303438,18.843191,1,It's just tactically just to break the momentum because she was getting bat on ball and just to slow
14.865472,-10.445307,7," Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning s"
1.9325669,19.970268,7,"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering sid"
-5.426179,-0.9420082,7,"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, ver"
-5.4259157,-26.407347,7,"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and "
-7.654639,-5.0980916,2," Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also."
-10.843502,18.200048,2,"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have"
14.9458065,-3.3024352,2,"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. "
9.4542265,0.41353023,1,"That is extremely important for us in offense.  To be as successful as we need to be, we need to hav"
25.515732,3.3736055,1,I'm not sure what the answer to that question is. The most direct and easiest way to answer is proba
-2.663505,-15.593517,7," Well, what can you do when you have a rain like that?  There is not much you can do and when you wa"
1.8121775,22.741056,7,I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad
-3.8839018,-15.316869,4,Do you want to go through the birdies first and then he can make some comments?  You started on 10 a
-5.803548,5.058737,6,"Doesn't look like there is one right now, but I hope there's one tomorrow. We're waiting until the l"
11.91298,6.831506,7,"  I did.  Probably had a small piece last night, too.  I have had a couple of pieces since we cut it"
16.924057,6.7115855,1,  It's been good.  We got to enjoy some experiences that we don't see happen very often; so enjoy th
9.736694,25.774145,2," The forehand, the backhand, I already had it.  I have a forehand and two hand backhand.  Two hand b"
-11.342833,-23.142765,7," Well, I mean, I want to thank Laura, that's quite a compliment.  I mean, it's tough for me to think"
-3.2310731,5.39518,2," It was a little difficult to get into the court.  But it didn't take a lot of time to do that, the "
-9.066467,13.212259,3, I just came in with a bad knee and it just started getting worse.  It was a bit painful to push off
2.196018,18.115847,7," Not anymore, as long as you have the right documentation it's not too bad.  But I didn't want to pu"
18.905264,-1.2952206,6,"""Them"" being Stanford? Well, they're good. They were good then, and they're good now. We know we've "
-16.930668,-8.873901,8,"Yeah, look, nothing has been decided yet, so it's tough to talk about when there is an investigation"
-24.69745,-0.860433,2,"  I mean, obviously, all the experiences that he's had.  He's not going to get surprised by anything"
7.9219627,20.02994,4," Not yet, but maybe I will in a couple of years.  Today she had a good chance, because I wasn't play"
5.1995683,20.142,7,"I feel like I'd say what my mom always says about us when I ask who the favorite child is, and she w"
23.824389,14.639765,7,  Karting?  I was going to race a club race next weekend but then I realized I'm testing a couple da
10.284304,-1.7592045,2," Yeah, I would like to reach the top.  I would like to be the best.  I try to keep improving and to "
-3.060306,0.85535014,3,I think I am going to take about a month rest and let my knee heal and get ready for the tournaments
-21.724815,5.1563387,2,Ask him if he can speak as loud as when he hit the ball on the train so they can hear him back there
2.5766866,-10.497901,1," Hopefully there's somewhere I can do some sort of fix-up job, if I can get it somewhere near 55 deg"
0.16080093,11.400375,2,"I finished tied for second, played well.  I was tied on the last day and I finished second, finished"
7.023644,-7.173202,7," I just want it to be on the record so anybody upstairs and the writers that aren't here right now, "
6.859923,17.604479,6,"  Well, if I'm playing with Karrie, I look forward to it.  She's obviously one of the greatest playe"
2.741303,-21.816841,1,"Just different adjustments. Different adjustments to make, different pitches. And to be able to focu"
-6.0798798,11.429479,4," Oh, it's probably been -- I think maybe one of the holes in Reno, Nevada, I think I did it once the"
18.000427,-10.16947,5,"It was a good feeling, especially after last year. Overall we're just glad that the Team did well an"
-5.270216,23.5947,4," Six probably.  6 over through the first ten holes, at least four or five shots.  When that stuff ha"
7.222031,-3.7341526,5,"Maybe even a little bit before. No, we all know who's going to potentially be available, so it was d"
14.265161,-6.08512,7,"How good we're going to be, our young core of players, what we've got going. That's the best sell I "
-14.744316,-16.000723,4,"Yeah, so I didn't even know the 1 car had an engine issue. That's a bummer for sure. Our engine shop"
-1.7910825,8.004673,2,"didn't fire me up a whole lot. I look out every day I loved practice, even as a player, I"
-8.046109,-2.0922017,2," A little bit, but not very much.  I didn't change anything really; just very small things, you know"
3.7873046,15.701612,1,About four years ago.  I started using it midsummer and I've used the same putter ever since.  I've 
-0.9851549,-0.29016602,4,We played a match without Madison Duello. She's kind of an important part of what we're doing. And i
-5.605095,-3.2750542,2," I don't think so.  Not at all.  I know she is a good player, but all the other things have nothing "
-24.91486,7.108192,2,"That's a great question. This year since Spring Training, him, Robles, and I have really come a long"
-1.5575337,-4.3916626,7," Well, when you ask me that, I feel maybe a little bit bad for her now, but I feel more happy for my"
10.260541,-13.587514,6," Just looking forward to playing this game, because every  -- we've always dreamed of playing in thi"
9.572461,-11.055179,5,I see where you're going.  That's not our motivation.  We're trying to compete for a title.  Golden 
11.580463,9.51264,1,That's a part of the coaching staff and what was evaluated of the situation and the nature of this t
-14.895979,8.35315,4,I think I got -- I kind of just saved it when my ball striking wasn't there; when my putting wasn't 
9.726826,20.179335,6,"Yeah, Murshida is very young in the Team, and she has the potential to play well in the match. She's"
6.9487567,1.500916,6,I don't know what the Nats fans are going to be like. I know they're going to be loud. I know it's g
6.490707,7.4686747,6,We're very happy to be here and excited to be competing in this phase of the tournament and looking 
11.881395,4.242604,1,"  Yeah, it was more just the read.  I had every intention to go with a rotation that we have been an"
6.859047,-12.031392,7,"That's a really good question that I don't know exactly how to answer yet, specifically, because the"
7.929135,-3.7817755,1,"You know, we'll have these conversations all day. It's an exciting time. Our pitching will be mapped"
9.483236,-7.236139,5,"  No.  I mean, our backs are against the wall.  It's not like it's never been done before.  We still"
-25.28495,-3.9161959,2,"If I had to pick one weakness from AnÃ»?bal, it's hold the runners on. And we knew that. We tried di"
-2.0686622,5.2323203,4,"  Yeah, unfortunately I didn't hit that great of a shot on 11.  I feel like I executed my game plan,"
-25.259434,7.122662,4," I don't know why was that.  I have six chances to come in, I didn't come once, so that is the way."
-10.890494,12.822597,8," I could got a bad call, Bud.  Just long time out there to get a bad call on a big point."
4.231305,4.4814086,7,  It means the world to me obviously that they're here.  This is the closest golf tournament that we
-2.158998,-10.589068,7,Just makes you feel good.  It makes you want to play harder and play better because it is also a goo
-4.9720473,-19.584682,4," I think it's just another loss.  I mean, we won six Grand Slams in a row.  How lucky do you want to"
-22.89296,-0.75399536,2,"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he"
-18.404537,-2.9442947,2,"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit bette"
13.561861,4.147996,4,"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances cer"
13.060542,-16.40049,4,"I think we had a good season, the seniors stepped up and this was their last game and they played ha"
-1.7542111,-6.3822465,7,"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense"
-10.1796255,18.00872,7," I don't know, I signed the ball for a kid, so he might have had it because it was the same number. "
-8.580275,-19.284828,4,"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and "
-26.055054,-4.7966495,2,"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbel"
-2.9840167,10.201868,2,Status is still the same.  He went through the film session and that was the bulk of what we did.  S
5.900938,-23.04973,7,I think everything has been pushed into the pile already. All these cars are pretty much prepared th
-15.7912,-1.5080421,2," Well, I didn't play my best, but I think a lot of that is due to what he was doing."
6.9001575,-0.25355816,5,"To be honest with you, I don't think many guys really think about the series in its entirety. I thin"
6.2441926,-5.032246,4,"No, we didn't have those conversations. Yeah, it was really just about getting the score today and w"
17.442802,-12.101306,1,"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and en"
1.4369277,-7.74735,2," I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So"
8.1847515,5.5048976,7,"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I thi"
11.278158,-3.2116666,1,I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and wo
-1.6073914,-0.72284645,2," No.  It is just that you know, the first match I played very good and today, I think I played much "
-14.526581,10.759863,6,"No, I don't think it really was ever an idea. I threw a bullpen yesterday. Obviously found out when "
-2.7261677,-23.8024,7,"What about later in your career, the Olympics? Does anything stand out to you as being such a pristi"
10.365982,21.027285,2,I think she passed over 2-4 and made zero hitting errors and she did a really nice job. She had a to
-13.067302,-13.498735,4," Yeah, I mean, given the condition, I think 67 is a great score, let alone tied for the lead.  Any t"
-24.370281,-12.215314,7,"  It definitely reminded me of it, just the excitement, the ""I can't believe this.""   I definitely s"
2.0163164,-2.663731,1,"MIKE LEACH: Yeah, it's kind of a next-man-up deal.  It's a lot like practice or spring or camp  you "
1.5162104,21.896023,4," At times, no.  At times, yes.  Depends on the player, depends on the day.  As far as today, I think"
12.085833,17.788738,2,"  Well, she's going to get better open looks in this series than she did in the last series, so that"
-24.383728,-12.002044,4,"No, definitely not.  I'm just thankful I shot a really good round today and I got myself back into i"
-7.9418883,2.5448866,6,I personally don't think so. I don't think it's one point or two points that determine anything. It'
3.1011147,-16.705526,7,You think about a lot of things before signing. You think about a lot. But I never thought that I'd 
9.170339,20.857456,1,"She won't be able to answer that. Yeah, she still was going to sit out. She's a precautionary risk, "
-6.546154,-13.946598,1,"  Yes, because before couple weeks I don't have a confidence, you know, like distance.  If I have li"
4.516642,-7.794159,6,"Yeah, I mean, there's probably not going to be a lot of odd-man rushes.  We know that.  It's been a "
19.990288,10.048768,4,"We tried to back up bowlers with the field, with setting the field, but the bowlers didn't really bo"
-18.147343,-11.982478,2,I don't think there was one thing that I helped him with.  I think Andre is probably giving more cre
10.238972,-3.3232446,2," I don't know.  Maybe.  I hope so, but I have to try to play the next year in the big tournaments cl"
9.545532,2.4000638,7,Had to make a choice between that and Mexico and come home again is going to be the order of the day
-16.30261,14.862587,4," On 17, I didn't hit a good drive.  I hit a 5 iron in.  I had 235 to the pin.  I carried it 223 or s"
-23.173765,-1.8582355,7,"As of right now, yes. I think he talked to some of you guys already. He gave you thumbs up, didn't h"
-22.373005,0.077733494,7,"You know what, he's coming to the game. He's a fan. Hopefully he cheers for the Washington Nationals"
-0.035646517,5.876002,4,It's an incredible feeling. I really don't have many words right now. But after winning games one an
-13.21665,6.397478,7," No.  I knew I was going to play two days in a row.  I was supposed to start on Monday, so was prepa"
0.743003,-5.8311143,7," I am extremely delighted.  I think it's funny because when I won back in '98, I never even made a t"
-2.4886198,-0.74674255,2," As I said, I really believe I am a better player now and I think I deserve it more, these days and "
-8.87753,19.2558,7,I did not get a free dinner actually. There might have been a bill. I might have hit a window or som
1.4777266,-11.283196,7,"  Oh, I can see far away.  I just can't see close up anymore.  Can't read the scorecard, but I can s"
-13.296302,-19.95855,4,I would say it was very close to maximum.  But not 100%.  I would say it was very close to maximum. 
-11.556811,-16.584087,4,"Yeah, everybody is on edge when you go into OT.  One bad bounce, it could be turning out badly for y"
1.5580688,-14.7263565,5,"  Yeah, we'll talk about the starting lineup, we'll submit it 30 minutes prior, not before then. And"
-11.090522,24.703108,7,"  Again, the media is going to look for something, blow something out of proportion.  That's somethi"
2.183556,-21.06479,7,"  Not yet.  I saw her son this morning at the daycare.  You know, it is hard to kind of catch up bec"
17.73373,-4.4082904,6,"Well, there's been times where that does happen, for sure.  We respond pretty well to adversity.  Wh"
-8.584822,-20.59135,2," Thank you, Geoff, for joining us.  Great round today.  I know you were probably a little disappoint"
11.760807,12.928581,4,"Well, I wasn't aware of that, that a lot of their runs were being scored during that portion of the "
0.19268674,-3.8135746,2,"There was a time maybe when I was -- when I was more beatable, two years back, three years back, but"
-13.217602,1.2051889,7,My dream was pitching in the big leagues was my dream. I always imagined playing the World Series an
5.795146,14.363061,7," Well, I was on the Nationwide Tour for five years after college, and I've been close a few times.  "
-8.853114,14.326457,7,"Yeah, I guess I haven't really thought about it too much. But I'm sure I'll probably push it back a "
6.468831,10.4032755,6,"Yeah, I've never been to the SCG. I've seen it all on TV in the Ashes when I was younger, so it's qu"
-7.725529,-5.171488,4," I didn't make so much final, I mean, it is my second -- third, so -- but one day you have to start "
-0.8342149,27.504026,5,"I think other than just the whole keeping the Team motivated, keeping the morale up. I don't know, a"
4.6895185,2.135279,6,"Yeah, it's exciting. I think after the first couple of games obviously our goal coming here was to b"
15.145925,14.102326,1," No, but I think I was a little bit slower getting into the balls; especially at the net, because I "
0.3427714,-18.449993,1,"  I don't know if you can compare them to any one Team.  I think every Team, every defense has it's "
5.678681,9.019134,7,"Yeah, I'll have some family and friends. It's nice to be back in a city that's somewhat familiar. It"
-4.6888766,18.9939,4," It was just kind of sitting down, nestled down but I could see the ball.  I've been in worse, belie"
4.4857316,-3.5037897,1,  It's a huge deal.  It's the switch of a game.  Could be the change of an outcome.  It's key.  We k
3.648749,9.522875,7,"  It's been a good time.  I got a chance to enjoy the city a little bit for a couple of days, look a"
-3.7551348,15.438593,7,It's a Taylor Made Rossa putter.  I putted with a Rossa earlier in the year.  I'm going back and for
16.268908,-12.316739,5,I think so too. We kept learning as we went. That was the biggest thing. We were just taking it one 
0.54596686,-16.70913,5,"  Hell, yeah.  Yeah.  Look, I show up to win every race, like any of these guys.  If you don't have "
6.656554,-11.429327,2,"I don't know if we can say we don't know a ton about them, just because of how good they are this ye"
-3.5804002,6.9620214,4,"The BYU match from my freshman year, yeah, I saw a little parallels to that game, just that back and"
5.782523,11.38791,4,"  Yeah, I think it rained a lot last night and the course was playing quite long and quite soft.  Th"
-11.423493,-11.259739,7, I didn't eat at Flushing Meadow all two weeks.  What I was doing was getting good New York delis sa
19.255207,16.553526,7,"Good afternoon. My name is Jon Shevstakovsky, and I am vice president of communications and educatio"
-9.320028,7.477933,5,"Yeah, I use that as a lot of motivation personally. I love it. Honestly, like, if people want to mot"
24.851303,-11.070758,4,"We actually hit some balls hard, we really did. We just can't get nothing going these last three day"
14.85074,15.622051,4,"Execute.  Last night was a lot better, simplified getting pucks to the net, got some traffic.  We ha"
-6.3306293,-14.745279,4,"  Pretty tough start.  You know, like actually 1st hole I make bogey I feel like it's can happen bec"
1.2275684,20.072952,2," Bart, you've had a consistent year as far as making cuts, and you're 168th on the money list but ma"
12.057587,5.0485563,4," I thought I had a chance to go in the fifth set, especially with the breakpoint in the next game."
-11.654817,-16.49205,5,"Yeah, obviously it feels great when you do something for your Team, and yeah, I'm really looking for"
-9.491425,10.21087,4,  It was a little bit luck that -- Todd normally plays with Arantxa and Arantxa decided not to play 
4.3928356,-1.3464011,4,  I was talking to Sue about it before we finished.  I talked to Cathy [Engelbert] about it before m
8.787465,10.795011,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the famil"
18.87703,4.497945,5,"Yeah, I think those guys both came into our program a little unsure of what their role would be.  Th"
-9.594482,4.659536,3,"  He's a competitor.  What he's trying to do -- you tip your hat to a guy like that.  Obviously, it'"
12.259031,17.475004,4,"This was the first time we've played in these conditions, and it's very different than ours. Usually"
-10.869389,9.770073,2,"I think so.  I shot 66 and I was winning so I knew I was going to qualify, so I came straight over a"
-13.213611,4.7943707,7, Because they was playing volleyball in the big club in France and the first activity was the tennis
-0.25715667,20.753525,7,"Well, I think I would characterize it as a tale of two cities. I think as between the negotiating co"
-17.416956,-0.0847565,2, I think it is difficult to say because I think he is second tournament.  I don't know how many tour
-0.19384083,-2.0966346,5,"I feel a lot better after today, getting out of here with a good day, leading laps here. I feel good"
2.1157217,3.6772244,6,"So, yeah, the pitch will probably play the same for both Teams. So it's just a matter of consistency"
12.825364,-2.7197077,5,"I don't know. Everyone is a little bit different, honestly. You just try and get to know one another"
18.052456,-5.7899656,5,"This Team had such a great year, and to end like that -- they are a great Team. I just wish we could"
0.69761103,-15.183796,1,"Yeah, just in general terms if you look at a lineup and you have -- the fewer guys you have to game "
6.9438515,9.916979,5,"I don't think I'll be able to describe what it's going to be like.  I know from what I've seen, I've"
20.975931,4.6390367,2,Certainly know who they are. This is certainly about our young core. Those two guys are part of it. 
0.68440235,20.874105,4," Well, as far as I am concerned importance of the tournament and the kind of the player I beat today"
9.675318,-16.493483,1,"Yeah, it was a lot different this year.  We had the experience.  We knew what the crowd was going to"
-22.490673,-0.9365338,2,"I'm glad he told you that. I talked to him today, he says he feels real good. He's going to go. And "
-25.533684,4.73539,2,"We're counting on Cano. He's another guy that had a bad year last year. Knowing him, knowing his pre"
11.457869,5.749196,4," He was out today and hopefully get a chance to see him in the next couple of days, I wanted to go l"
-8.654044,19.734093,7,"I think I might have been in 2000.  I think I was the oldest guy.  Nick Price was there, and I think"
-8.259437,4.5765657,4,"Like I said, I just don't -- I don't want to make this about one play. It was a big play. I just don"
-12.084126,11.861496,4, I didn't about that.  I just tried to play it point by point to see the next point and don't think 
5.527731,-21.430605,4,"  I don't necessarily think it is an advantage.  You know, we have been involved in a Championship G"
11.115374,22.224957,2,"CHRIS HIGGS:  I think the only debate about any one player's performance is she being, whoever 'she'"
2.4874732,1.0995283,7,"Exactly. We play this part kind of back to back to back, so it's nice to be in the same place. A tra"
-7.203819,-9.1471405,7, It is enough to worry about is what is in front of me.  I don't need to worry about what everybody 
7.3268094,22.231588,2," Oh, definitely.  I mean, definitely. She beat her earlier this year in Delray Beach.  I mean, I kno"
14.593649,-6.9933968,1,"We're pretty good, too. We're going to try to adapt to him. And I think our pitchers did a good job "
-6.0908437,-26.411812,7,It's devastating. It's not something that I wish on anybody in this room. Just like I don't wish any
-24.59922,0.9611823,7,I think he'll be great. He's a fun-loving guy. He's a different dude. I think he'll be great in that
7.117807,-12.953266,7,"No. They haven't reached out because of that. I've had players reach out to me this off-season, but "
3.6255996,13.545961,4,"I mean, they won some two-strike counts. They battled. I mean, I feel like I've said this a few time"
-4.6451697,15.18615,4," 3, I hit it in the rough left and then hit it in the front left bunker, just got it on to the green"
